2018-10-18 07:46:37.731464	https://www.encodeproject.org/report/?type=ReferenceEpigenome&field=accession&field=biosample_term_name&field=related_datasets.assay_term_name&field=description&field=award.project&field=status&field=related_datasets.replicates.library.biosample.organism.scientific_name&field=dbxrefs&field=assay_term_id&field=biosample_type&field=assay_synonyms&field=biosample_term_id&field=biosample_synonyms&limit=all
Accession	Biosample term	Assay Type	Description	Project	Status	Species	External identifiers	Assay term id	Biosample type	Assay synonyms	Biosample term id	Biosample synonyms
ENCSR045ELK	OCI-LY1	ChIP-seq	Reference epigenome of OCI-LY1	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0005907	
ENCSR978RSW	neuroepithelial stem cell	ChIP-seq	Reference epigenome of neuroepithelial stem cell	ENCODE	released	Homo sapiens		OBI:0000716	in vitro differentiated cells	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0002259	
ENCSR589KOM	limb	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference epigenome for mouse limb (embryonic 12.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001817.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002101	flipper,tetrapod limb,extremities,pentadactyl limb,extremity,free limb,Entire limb,limb sensu Vertebrata,limb sensu vertebrata
ENCSR349UOB	embryonic facial prominence	ChIP-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,RNA-seq	Reference epigenome for mouse embryonic facial prominence (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003701.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0012314	
ENCSR323FKB	H9	DNase-seq,transcription profiling by array assay,ChIP-seq	Reference Epigenome of H9	ENCODE	released	Homo sapiens	IHEC:IHECRE00003700.1	OBI:0001853,OBI:0000716,OBI:0001463	stem cell	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq	EFO:0003045	
ENCSR046XHQ	SK-N-SH	ChIP-seq,whole-genome shotgun bisulfite sequencing,DNase-seq	Reference epigenome for SK-N-SH (adult)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001863	cell line	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,shotgun bisulfite-seq assay	EFO:0003072	SKNSH
ENCSR030BUT	embryonic fibroblast	RNA-seq,ChIP-seq	Reference epigenome for mouse embryonic fibroblast (adult 13.5 weeks)	ENCODE	released	Mus musculus		OBI:0000716,OBI:0001271	primary cell	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	CL:2000042	
ENCSR893YWL	midbrain	microRNA-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq	Reference epigenome for mouse midbrain (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003712.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001891	mesencephalon,Entire midbrain
ENCSR720AHW	OCI-LY3	ChIP-seq	Reference epigenome of OCI-LY3	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0006710	Oci-Ly-3,Oci-Ly-3 cell
ENCSR135QJF	NCI-H929	ChIP-seq	Reference Epigenome of NCI-H929	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0001221	
ENCSR714JXE	heart	microRNA-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq	Reference epigenome for mouse heart (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003708.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0000948	Entire heart,vertebrate heart,Herz,chambered heart,branchial heart
ENCSR409LKB	neutrophil	ChIP-seq	Reference epigenome for neutrophil	ENCODE	released	Homo sapiens		OBI:0000716	primary cell	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	CL:0000775	neutrophilic leukocyte,PMN,neutrocyte,polymorphonuclear leucocyte,neutrophil leucocyte,polymorphonuclear leukocyte,neutrophil leukocyte,polynuclear neutrophilic leukocyte,neutrophils,poly,polynuclear neutrophilic leucocyte,polymorphonuclear neutrophil,neutrophilic leucocyte
ENCSR888GEN	HepG2	ChIP-seq,RNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing,microRNA counts	Reference Epigenome of HepG2	ENCODE	released	Homo sapiens	IHEC:IHECRE00001893.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002142,OBI:0001863	cell line	shotgun bisulfite-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,microRNA counts	EFO:0001187	Hep-G2,HepG2 cell
ENCSR179MBE	bone marrow	RNA-seq,ChIP-seq	Reference epigenome for mouse bone marrow (adult 8 weeks)	ENCODE	released	Mus musculus		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0002371	head kidney,anterior kidney,Bone marrow part,kidney marrow,medulla of bone,medulla ossea,medulla ossium
ENCSR269HOM	KOPT-K1	ChIP-seq	Reference epigenome of KOPT-K1	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0006283	KOPTK1
ENCSR472YCH	cardiac mesoderm	transcription profiling by array assay,ChIP-seq,DNase-seq	Reference epigenome for human H7-hESC differentiated for 9 days	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001463	in vitro differentiated cells	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq	EFO:0000315	CardMes,cardiac mesoderm,cardiogenic mesoderm,CardMesP2,P2 CardMes
ENCSR219XIH	forebrain	ChIP-seq,RNA-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,DNase-seq,microRNA-seq	Reference Epigenome for mouse forebrain (postnatal 0 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001785.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001890	Entire prosencephalon,prosencephalon
ENCSR954HHV	bipolar neuron	RNA-seq,ChIP-seq,microRNA counts,microRNA-seq,DNase-seq	Reference Epigenome of bipolar spindle neuron	ENCODE	released	Homo sapiens	IHEC:IHECRE00003713.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002142,OBI:0001922	in vitro differentiated cells	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,microRNA counts	CL:0000103	
ENCSR201EOI	fibroblast of mammary gland	ChIP-seq,transcription profiling by array assay,DNase-seq	Reference epigenome for fibroblast of mammary gland	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001463	primary cell	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq	CL:0002555	
ENCSR803VSL	hindbrain	ChIP-seq,RNA-seq,ATAC-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq	Reference epigenome for mouse hindbrain (postnatal 0 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001833.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002028	Hindbrain structure,rhombencephalon
ENCSR940YLF	Parathyroid adenoma	ChIP-seq	Reference epigenome of parathyroid adenoma	ENCODE	released	Homo sapiens		OBI:0000716	tissue	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	NTR:0001226	
ENCSR051NBM	gastrocnemius medialis	DNase-seq,ATAC-seq,ChIP-seq,RNA-seq,microRNA-seq	Reference Epigenome of skeletal muscle tissue (37 year old male)	ENCODE	released	Homo sapiens		OBI:0001853,OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0011907	caput mediale musculus gastrocnemii,caput mediale (musculus gastrocnemius),medial head of gastrocnemius,medial head of gastrocnemius muscle
ENCSR605BEG	hindbrain	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference epigenome for mouse hindbrain (embryonic 12.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001818.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002028	Hindbrain structure,rhombencephalon
ENCSR820QMS	H1-hESC	ChIP-seq,RNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing,microRNA counts,microRNA-seq	Reference Epigenome of H1-hESC	ENCODE	released	Homo sapiens	IHEC:IHECRE00001889.1	OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	stem cell	microRNA counts,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,shotgun bisulfite-seq assay	EFO:0003042	H1
ENCSR536NFD	breast epithelium	ChIP-seq,RNA-seq,ATAC-seq	Reference epigenome for breast epithelium (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,ATAC-seq assay,RNA-seq assay,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0008367	
ENCSR604KIW	AG04450	RNA-seq,ChIP-seq,RRBS,transcription profiling by array assay,DNase-seq	Reference epigenome for fibroblast of lung (embryonic)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271,OBI:0001463	cell line	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	EFO:0006270	
ENCSR271ULX	fibroblast of dermis	ChIP-seq,DNase-seq,RNA-seq	Reference Epigenome of fibroblast of dermis	ENCODE	released	Homo sapiens	IHEC:IHECRE00001884.1	OBI:0000716,OBI:0001853,OBI:0001271	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0002551	dermal fibroblast
ENCSR014GVW	esophagus muscularis mucosa	ChIP-seq,RNA-seq	Reference epigenome for esophagus muscularis mucosa (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0004648	muscularis mucosae of esophagus,lamina muscularis of esophageal mucous membrane,esophagus muscularis mucosae,lamina muscularis mucosae (oesphagus)
ENCSR957XLJ	HUES48	RRBS,ChIP-seq	REMC Epigenome (Class 5) for HUES48 Cells using donors/samples:197;201;BioSam_824	Roadmap	released	Homo sapiens	IHEC:IHECRE00001037.1	OBI:0000716,OBI:0001862	stem cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0007083	
ENCSR818FUR	ascending aorta	ChIP-seq,DNase-seq	Reference epigenome for ascending aorta (51 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853	tissue	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	UBERON:0001496	pars ascendens aortae,ascending thoracic aorta
ENCSR383YYH	thyroid gland	ChIP-seq,DNase-seq,RNA-seq,ATAC-seq	Reference epigenome for thyroid gland (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0002046	Entire thyroid gland,glandula thyroidea,thyroid
ENCSR514SGN	GM06990	ChIP-seq,RRBS,transcription profiling by array assay,DNase-seq	Reference epigenome for GM06990	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	cell line	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0002783	
ENCSR949WGV	stomach	ChIP-seq,RNA-seq,DNase-seq,ATAC-seq	Reference epigenome for stomach (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002039	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0000945	mesenteron,gaster,Entire stomach,stomach chamber,ventriculus,Ventricular,anterior intestine
ENCSR394KIB	SK-N-MC	ChIP-seq,RRBS,DNase-seq,transcription profiling by array assay	Reference epigenome of SK-N-MC	ENCODE	released	Homo sapiens	IHEC:IHECRE00003704.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	cell line	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0002860	SKNMc
ENCSR464TTP	heart left ventricle	ChIP-seq,RNA-seq,microRNA-seq,DNase-seq,ATAC-seq	Reference epigenome for heart left ventricle (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0002039,OBI:0001922	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,microRNA-seq,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,ATAC-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,ATAC-seq,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing	UBERON:0002084	left ventricle of heart,cardiac left ventricle,left cardiac ventricle,left ventricle
ENCSR091QLX	UCSF-4	ChIP-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq,RNA-seq	REMC Epigenome (Class 2) for ES-UCSF4 Cells using donors/samples:UCSF-4*_Cell_Line_hESC	Roadmap	released	Homo sapiens	IHEC:IHECRE00000962.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	stem cell	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	EFO:0007116	UCSF-4
ENCSR768ZWR	DOHH2	ChIP-seq	Reference epigenome of DOHH2	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0002167	
ENCSR590OZV	cardiac mesoderm	transcription profiling by array assay,ChIP-seq,DNase-seq	Reference epigenome for human H7-hESC differentiated for 14 days	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001463	in vitro differentiated cells	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq	EFO:0000315	CardMes,cardiac mesoderm,cardiogenic mesoderm,CardMesP2,P2 CardMes
ENCSR895NHY	ascending aorta	ChIP-seq,RNA-seq	Reference epigenome for ascending aorta (53 year old female)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0001496	pars ascendens aortae,ascending thoracic aorta
ENCSR571AGY	foreskin fibroblast	ChIP-seq,RRBS,transcription profiling by array assay,DNase-seq	Reference epigenome for foreskin fibroblast (newborn)	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	primary cell	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	CL:1001608	BJ fibroblast
ENCSR228WLP	forebrain	microRNA-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq	Reference epigenome for mouse forebrain (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003698.1	OBI:0000716,OBI:0001271,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,microRNA profiling by high throughput sequencing assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001890	Entire prosencephalon,prosencephalon
ENCSR106ZTG	ACC112	ChIP-seq	Reference Epigenome of ACC112	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0007070	UTSW-ACC112
ENCSR217ARS	hepatocyte	RNA-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,DNase-seq	Reference Epigenome of hepatocyte	ENCODE	released	Homo sapiens	IHEC:IHECRE00001852.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001922,OBI:0001863	in vitro differentiated cells	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	CL:0000182	
ENCSR324DSC	iPS-15b	RRBS,ChIP-seq	REMC Epigenome (Class 5) for iPS-15b Cells using donors/samples:62	Roadmap	released	Homo sapiens	IHEC:IHECRE00000996.1	OBI:0000716,OBI:0001862	induced pluripotent stem cell line	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0007102	
ENCSR865DMB	BJ	ChIP-seq,RRBS,RNA-seq,DNase-seq	Reference epigenome for BJ	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271	cell line	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	EFO:0002779	
ENCSR050BJO	hindbrain	whole-genome shotgun bisulfite sequencing,RNA-seq,ChIP-seq	Reference epigenome for mouse hindbrain (embryonic 10.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00003697.1	OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002028	Hindbrain structure,rhombencephalon
ENCSR539JGB	neural stem progenitor cell	ChIP-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,DNase-seq	REMC Epigenome (Class 1) for H1 Derived Neuronal Progenitor Cultured Cells using donors/samples:NPC-03;NPC-04;NPC-05;NPC-06	Roadmap	released	Homo sapiens	IHEC:IHECRE00000992.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	in vitro differentiated cells	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	CL:0000047	NSC,neural stem cell,neural stem progenitor cell
ENCSR899FPM	embryonic facial prominence	ATAC-seq,ChIP-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,microRNA-seq	Reference Epigenome for mouse embryonic facial prominence (15.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001845.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0012314	
ENCSR756EWY	brown adipose tissue	RNA-seq,ChIP-seq	Reference epigenome for mouse brown adipose tissue (adult 24 weeks)	ENCODE	released	Mus musculus		OBI:0000716,OBI:0001271	tissue	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	UBERON:0001348	multilocular adipose tissue,brown adipose tissue,brown fat,Adipose Tissue - Brown (MMHCC),textus adiposus fuscus,Brown Adipose Tissue,adipocytus multigutturalis
ENCSR066FYC	thyroid gland	ChIP-seq,whole-genome shotgun bisulfite sequencing,ATAC-seq,RNA-seq,DNase-seq,microRNA-seq,microRNA counts	Reference Epigenome of thyroid gland (54 year old male)	ENCODE	released	Homo sapiens		OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	tissue	miRNA-seq,ChIP-seq assay,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,assay for transposase-accessible chromatin using sequencing,microRNA-seq,WGSBS,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,whole-genome shotgun bisulfite sequencing,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,microRNA counts,shotgun bisulfite-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,ATAC-seq,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay	UBERON:0002046	Entire thyroid gland,glandula thyroidea,thyroid
